Id,Age,Gender,Favorite genre,action favorite movies,adventure favorite movies,comedy favorite movies,crime favorite movies,fantasy favorite movies,historical favorite movies,horror favorite movies,romance favorite movies,sci-fi favorite movies,thriller favorite movies,western favorite movies,animation favorite movies,drama favorite movies,documentary favorite movies,action avg rating,adventure avg rating,comedy avg rating,crime avg rating,fantasy avg rating,historical avg rating,horror avg rating,romance avg rating,sci-fi avg rating,thriller avg rating,western avg rating,animation avg rating,drama avg rating,documentary avg rating,action rating count,adventure rating count,comedy rating count,crime rating count,fantasy rating count,historical rating count,horror rating count,romance rating count,sci-fi rating count,thriller rating count,western rating count,animation rating count,drama rating count,documentary rating count
68088e4b6abd31af085ce3f1,14,male,western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67fe8042ec6782ee7793ced8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68070683cd0e4df561579d6a,16,male,fantasy,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4.0,4.5,1.3333333333333333,0.0,4.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0,7,0,0,0,0,0,0,0,0,0
680493d351cb6b9a8bb9681d,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68079656ed6ec2f7e40e338c,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807972fed6ec2f7e40e3390,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68070902b5b754c58b6ee93c,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.3333333333333335,5.0,0.0,4.25,0.0,2.0,3.8,2.5,0.0,0.0,0.0,0.0,0.0,4,3,2,0,4,0,2,5,2,0,0,0,0,0
6807a51b494d33237c31cf90,14,female,comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,1,0,2,2,1,0,0,0,0,0
6806f5621cc18cd7bb5848db,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805429b7880425304c593f6,30,male,comedy,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,2,2,0,0,0,0,0,0
680721c1b5b754c58b6f6b56,,female,action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.3333333333333333,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,2,0,4,0,2,4,2,0,0,0,0,0
68087b664ddddaa8b39c5f96,21,male,adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807a7c4494d33237c320c41,30,male,action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0,1,0,2,2,1,0,0,0,0,0
6805367a7880425304c55534,17,female,romance,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,3,0,0,0,0,0,0
67fbf16598e37f6fd75d03e2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680688885232fd3f6138227e,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680537e07880425304c567af,17,female,romance,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,1,0,0,0,0,0
6807900781a928f1d33cf9c9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807987a0482fd20071ed175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67fbf148c6b50d1374ba66b9,21,male,action,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4.714285714285714,0.0,0.0,0.0,5.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,3,0,0,6,0,0,0,0,0,0
68086930c32ef2c07c8f9678,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
